,,,,
관리번호,공원명,소재지지번주소,위도,경도
41281-00001,성라,경기도 고양시 덕양구 성사동 267,37.64921093,126.8456417
41281-00002,마상,경기도 고양시 덕양구 주교동 313-16번지,37.66014949,126.8330165
29170-00107,유림소공원,광주광역시 북구 동림동 1328,35.17333665,126.8647658
29170-00108,동림동1소공원,광주광역시 북구 동림동 1342,35.1746173,126.8627817082
29170-00109,풍향골어린이공원,광주광역시 북구 풍향동 810,35.16328488,126.9282949
29170-00110,중흥근린공원,광주광역시 북구 중흥동 842,35.1700033429,126.9136389108
29170-00111,중흥제1소공원,광주광역시 북구 중흥동 826,35.1730203,126.9132721549
29170-00112,중흥제2소공원,광주광역시 북구 중흥동 831,35.1729718361,126.9139501005
29170-00113,신평소공원,광주광역시 북구 용두동 1117,35.21090876,126.8714468
29170-00114,용두어린이공원,광주광역시 북구 용두동 1124,35.2201188,126.8751478
29170-00115,죽림소공원,광주광역시 북구 동림동 290-2,35.1748992,126.8661707
43114-00029,무지개,충청북도 청주시 청원구 오창읍 구룡리 413,36.712489,127.416023
43114-00030,문화휴식공원,충청북도 청주시 청원구 오창읍 양청리753,36.7139703,127.4234544
43114-00031,진통공원,충청북도 청주시 청원구 오창읍 양청리 811,36.711831,127.431334
43114-00032,오창중앙공원,충청북도 청주시 청원구 오창면 구룡리 375,36.424297,127.251401
41480-00143,약산공원,경기도 파주시 탄현면 법흥리 1571,37.7724660740,126.7052695911
41480-00144,여치공원,경기도 파주시 탄현면 법흥리 1578,37.7707815018,126.7037493265
41480-00145,소금쟁이공원,경기도 파주시 탄현면 법흥리 1596,37.7694974583,126.7012271435
41480-00146,탄현지방산업단지 어린이공원,경기도 파주시 탄현면 성동리 693-20,37.7930158403,126.6931506951
41480-00147,덕은 어린이공원,경기도 파주시 월롱면 덕은리 1286,37.8120100997,126.7739729042
36110-00058,푸름샘 소공원(소1-1),,36.51611724,127.2337813
36110-00059,솔숲 소공원(소1-2),,36.50899459,127.2300403
36110-00069,서북부 제1호 소공원,세종특별자치시 조치원읍 봉산리 산65,36.60265842,127.273409
36110-00070,서북부 제2호 소공원,세종특별자치시 조치원읍 봉산리 산62,36.60911653,127.2807629
36110-00071,서북부 제3호 소공원,세종특별자치시 조치원읍 봉산리 산18-7,36.60131676,127.2715937
36110-00072,서북부 제4호 소공원,세종특별자치시 조치원읍 봉산리 산62,36.60911653,127.2807629
36110-00060,마디꽃 수변공원(수1-1),,36.49596224,127.2573155
36110-00061,붓꽃 수변공원(수2-3),,36.47313297,127.2544818
36110-00062,여울목 수변공원(수2-4),,36.47624025,127.2594641
36110-00073,수변-아름동 813,세종특별자치시 아름동 813,36.52032994,127.2445589
36110-00074,수변-아름동 811,세종특별자치시 아름동 811-1,36.51992376,127.2453495
52790-00001,새마을공원,전북특별자치도 고창군 고창읍 석교리 산 10,35.442191,126.697528
52790-00002,월곡공원,전북특별자치도 고창군 고창읍 월곡리 587,35.438772,126.711801
52790-00003,월곡1공원,전북특별자치도 고창군 고창읍 월곡리 1009,35.43357362,126.714254
52790-00004,고창읍성,전북특별자치도 고창군 고창읍 읍내리 137,35.432607,126.703879
52790-00005,근린공원,전북특별자치도 고창군 고수면 봉산리 1517-1,35.413059,126.671831
52790-00006,흥덕공원,전북특별자치도 고창군 흥덕면 흥덕리 산2-8,35.52458075,126.7006824
52790-00007,덕산공원,전북특별자치도 고창군 고창읍 읍내리 1180,35.42703733,126.6955878
52790-00008,월곡공원,전북특별자치도 고창군 고창읍 교촌리 459,35.436268,126.709708
52790-00009,월곡공원,전북특별자치도 고창군 고창읍 월곡리 756,35.436185,126.7140989
52790-00010,공원,전북특별자치도 고창군 흥덕면 동사리 437-35,35.51871246,126.704135
52790-00011,월곡2공원,전북특별자치도 고창군 고창읍 월곡리 985,35.43181571,126.718274
11380-00079,불광동마을마당,서울특별시 은평구 불광 331-106,37.6182670000,126.9328120000
11380-00080,역촌동마을마당,서울특별시 은평구 역촌 2-108,37.6192340000,126.9361280000
11380-00081,갈현동마을마당,서울특별시 은평구 갈현 526-6,37.6192340000,126.9361280000
11380-00082,신사2동마을마당,서울특별시 은평구 신사 200-170,37.6122700000,126.9392870000
11380-00083,역촌2동마을마당,서울특별시 은평구 역촌2 62-21,37.6169030000,126.9289720000
11380-00084,응암1동마을마당,서울특별시 은평구 응암 97-17,37.6300170000,126.9302440000
11380-00085,불광3동마을숲마을마당,서울특별시 은평구 불광3 480-181,37.5870150000,126.9231410000
11380-00086,대조동청사옆마을마당,서울특별시 은평구 대조 214-8,37.6443320000,126.9180090000
11380-00087,연천초교앞마을마당,서울특별시 은평구 불광2 137-5,37.6051920000,126.9233870000
11380-00088,구산동마을공원,서울특별시 은평구 구산동 340-1,37.6015180000,126.9297620000
11380-00089,도원극장옆마을마당,서울특별시 은평구 녹번동 74-5,37.6058480000,126.9268970000
11380-00090,응암3동마을마당,서울특별시 은평구 응암3동 337-52,37.6059540000,126.9276160000
11380-00091,구현초교 앞마을마당,서울특별시 은평구 구산동 산41-19,37.6161160000,126.9304210000
11380-00092,녹번동마을마당,서울특별시 은평구 녹번동 104-7,37.6085360000,126.9072230000
11380-00093,연신초교옆마을마당,서울특별시 은평구 불광3동 69,37.6105010000,126.9188880000
11380-00094,구산동청사앞소공원,서울특별시 은평구 구산동 27-7,37.5993950000,126.9320510000
36110-00075,수1-2,세종특별자치시 도담동 404,36.52464905,127.2614957
36110-00076,수1-5,세종특별자치시 어진동 504,36.50746288,127.2595029
36110-00077,수1-6,세종특별자치시 어진동 525,36.5075951,127.2601602
36110-00078,빛가람수변공원,세종특별자치시 다정동 923,36.49496405,127.2556922
36110-00079,수변-다정동 922,세종특별자치시 다정동 922,36.49671531,127.2535467
36110-00080,수변-나성동 828,세종특별자치시 나성동 828,36.4929781,127.2593169
36110-00081,보슬수변공원,세종특별자치시 반곡동 869,36.49923441,127.3181522
36110-00082,수변-나성동 3-2,세종특별자치시 나성동 3-2,36.48909862,127.2696995
41480-00126,후곡어린이공원,경기도 파주시 금촌동 991,37.7519785099,126.7690476484
41480-00127,서원어린이공원,경기도 파주시 금촌동 999,37.7494750942,126.7711234501
41480-00128,쇠재어린이공원,경기도 파주시 금촌동 1002,37.7519889536,126.7740564463
41480-00129,향교어린이공원,경기도 파주시 금촌동 1027,37.7488187189,126.7752072777
41480-00130,금능어린이공원,경기도 파주시 금릉동 442-1,37.7518721959,126.7798037883
41480-00131,미우공원,경기도 파주시 아동동 339-4,37.7614364900,126.7781388321
41480-00132,천수공원,경기도 파주시 아동동 358-6,37.7661934703,126.7785955278
41480-00133,문화공원,경기도 파주시 금촌동 779,37.7588138398,126.7796133226
41480-00134,동현공원,경기도 파주시 금촌동 794-1,37.7565447705,126.7811596082
41480-00135,명동공원,경기도 파주시 금촌동 764-6,37.7598723286,126.7755591569
41480-00136,금정공원,경기도 파주시 금촌동 775-1,37.7576123501,126.7769838091
41480-00137,금화공원,경기도 파주시 금촌동 789-1,37.7556846237,126.7754987793
41480-00138,신화공원,경기도 파주시 금촌동 935-1,37.7600950242,126.7697971930
41480-00139,새꽃공원,경기도 파주시 금촌동 941-16,37.7584779159,126.7697371572
41480-00140,한마음공원,경기도 파주시 금촌동 957-1,37.7570947807,126.7725004115
41480-00141,새말어린이공원,경기도 파주시 금촌동 424-33,37.7699460873,126.7718779928
41480-00142,풍뎅이공원,경기도 파주시 탄현면 법흥리 1734,37.7731999076,126.7012419870
51130-00051,기름어린이공원,강원특별자치도 원주시 무실동 1673,37.33303854,127.9217779
51130-00052,푸름어린이공원,강원특별자치도 원주시 무실동 1666,37.33216249,127.9243978
51130-00053,박경리문학공원,강원특별자치도 원주시 단구동 1620-5,37.32276957,127.9597297
51130-00054,하늘어린이공원,강원특별자치도 원주시 단구동 1610-4,37.32542592,127.9559833
51130-00055,새싹어린이공원,강원특별자치도 원주시 단구동 1678-3,37.32079828,127.9556458
51130-00056,관설어린이공원,강원특별자치도 원주시 관설동 1792-2,37.31515812,127.9594363
51130-00057,나옹정어린이공원,강원특별자치도 원주시 관설동 1693,37.31864609,127.9629855
51130-00058,간현근린공원,강원특별자치도 원주시 지정면 간현리 870,37.3630494,127.8372631
51130-00059,영냉이어린이공원,강원특별자치도 원주시 행구동 1783-15,37.34416057,127.9736521
51130-00060,입춘어린이공원,강원특별자치도 원주시 반곡동 1798-4,37.33756852,127.9654353
51130-00061,백간어린이공원,강원특별자치도 원주시 단계동 1095-2,37.35040914,127.9262189
51130-00032,나리어린이공원,강원특별자치도 원주시 문막읍 건등리 1698,37.31455143,127.8202354
51130-00033,건등산어린이공원,강원특별자치도 원주시 문막읍 동화리 1544,37.32737718,127.8272502
51130-00034,나비어린이공원,강원특별자치도 원주시 문막읍 동화리 1539-3,37.32364788,127.830187
51130-00035,초롱어린이공원,강원특별자치도 원주시 단계동 806-2,37.35439422,127.9285189
51130-00036,한빛어린이공원,강원특별자치도 원주시 단계동 807-2,37.35226145,127.9313978
51130-00037,평원어린이공원,강원특별자치도 원주시 단계동 817,37.34984092,127.9296766
51130-00038,소망어린이공원,강원특별자치도 원주시 단계동 823,37.34938195,127.9323502
51130-00039,이화어린이공원,강원특별자치도 원주시 단계동 903,37.34160038,127.9337481
51130-00040,달빛어린이공원,강원특별자치도 원주시 단계동 933,37.33807086,127.9346483
51130-00041,봉산어린이공원,강원특별자치도 원주시 봉산동 1196-1,37.34270326,127.9662199
51130-00042,햇빛어린이공원,강원특별자치도 원주시 단계동 1083,37.35357747,127.9333201
51130-00043,동산어린이공원,강원특별자치도 원주시 봉산동 1201-1,37.34158532,127.9674736
41450-00014,하남해터지구,경기도 하남시 덕풍동 946-4,37.54365667,127.2039837
51130-00088,서리실근린공원,강원특별자치도 원주시 반곡동 1809-12,37.32917782,127.9770779
51130-00089,봉황소공원,강원특별자치도 원주시 반곡동 1979-3,37.33162581,127.9923106
51130-00090,진골소공원,강원특별자치도 원주시 반곡동 2017-1,37.32677249,127.9962316
51130-00091,두둑소공원,강원특별자치도 원주시 반곡동 2003-3,37.32508579,127.993612
51130-00092,달마중소공원,강원특별자치도 원주시 반곡동 2021-1,37.32386745,127.9937632
51130-00062,백간근린공원,강원특별자치도 원주시 단계동 1104,37.34825227,127.9260839
51130-00063,시청근린공원,강원특별자치도 원주시 무실동 1764,37.34079994,127.9202246
51130-00064,만대근린공원,강원특별자치도 원주시 무실동 1768-1,37.33893139,127.9274151
51130-00065,박건호근린공원,강원특별자치도 원주시 무실동 1761-1,37.33737666,127.9219674
51130-00066,동화산단근린공원,강원특별자치도 원주시 문막읍 동화리 1679-4,37.32940376,127.8440677
51130-00067,무실어린이공원,강원특별자치도 원주시 무실동 1733-3,37.33772425,127.928544
51130-00068,동화산단어린이공원,강원특별자치도 원주시 문막읍 동화리 1681-1,37.33321811,127.8425443
51130-00069,무삼근린공원,강원특별자치도 원주시 무실동 1826,37.33346317,127.9318687
51130-00070,삼곡근린공원,강원특별자치도 원주시 무실동 1884,37.32428601,127.9310132
51130-00071,방울꽃어린이공원,강원특별자치도 원주시 무실동 1778,37.33746368,127.9311936
51130-00072,한글어린이공원,강원특별자치도 원주시 무실동 1789,37.33619074,127.932631
51130-00073,어깨동무어린이공원,강원특별자치도 원주시 무실동 1846-2,37.3324958,127.9288432
51130-00074,짝지어린이공원,강원특별자치도 원주시 무실동 1841,37.33182269,127.929801
51130-00075,튼튼어린이공원,강원특별자치도 원주시 무실동 1912,37.32815859,127.9271187
51130-00076,우리산이야기어린이공원,강원특별자치도 원주시 무실동 1868-4,37.32728537,127.9308522
51130-00047,아름어린이공원,강원특별자치도 원주시 무실동 1645-1,37.33431779,127.9266157
51130-00048,북원어린이공원,강원특별자치도 원주시 태장동 2706,37.38572626,127.9540005
51130-00049,태봉어린이공원,강원특별자치도 원주시 태장동 2709,37.38484999,127.9533863
51130-00050,희망어린이공원,강원특별자치도 원주시 단구동 1474-3,37.3212713,127.9661747
51130-00094,양지뜰소공원,강원특별자치도 원주시 반곡동 1853-1,37.32699838,127.9833015
51130-00095,웃만이소공원,강원특별자치도 원주시 반곡동 2054-15,37.32001848,127.9740734
51130-00096,앞산들어린이공원,강원특별자치도 원주시 반곡동 1818-8,37.33671715,127.9828188
51130-00097,해오름어린이공원,강원특별자치도 원주시 반곡동 2011-4,37.3261258,127.9950489
51130-00098,보름달어린이공원,강원특별자치도 원주시 반곡동 2038-14,37.32141033,127.9913482
51130-00099,둥지어린이공원,강원특별자치도 원주시 반곡동 1938,37.32908993,127.9888591
51130-00100,미리내문화공원,강원특별자치도 원주시 반곡동 1889,37.32480055,127.9825461
51130-00101,뱅이둑수변공원,강원특별자치도 원주시 반곡동 1995-29,37.32732851,127.9944293
51130-00102,뱅이둑수변공원,강원특별자치도 원주시 반곡동 1995-26,37.32703348,127.9945481
51130-00103,뱅이둑수변공원,강원특별자치도 원주시 반곡동 1917,37.32683062,127.9915335
51130-00104,뱅이둑수변공원,강원특별자치도 원주시 반곡동 1919,37.32656372,127.9916391
51130-00105,뱅이둑수변공원,강원특별자치도 원주시 반곡동 1910-5,37.32627343,127.9898555
51130-00106,뱅이둑수변공원,강원특별자치도 원주시 반곡동 1907,37.32656144,127.9898872
51130-00107,두물수변공원,강원특별자치도 원주시 반곡동 1894-1,37.32435385,127.9845453
51130-00108,입춘내수변공원,강원특별자치도 원주시 반곡동 1880-11,37.32467744,127.9798586
51130-00077,옛놀이어린이공원,강원특별자치도 원주시 무실동 1808,37.33118617,127.9351145
51130-00078,매봉산어린이공원,강원특별자치도 원주시 우산동 820,37.36395023,127.9344616
51130-00079,흥대어린이공원,강원특별자치도 원주시 흥업면 흥업리 1840,37.30013384,127.920152
51130-00080,울업어린이공원,강원특별자치도 원주시 흥업면 흥업리 1836,37.30054093,127.9209708
51130-00081,가래실근린공원,강원특별자치도 원주시 반곡동 1822-3,37.331305,127.9843465
51130-00082,봉두근린공원,강원특별자치도 원주시 반곡동 1963-4,37.33150324,127.9875597
51130-00083,금두근린공원,강원특별자치도 원주시 반곡동 1993-5,37.3295591,127.9954924
51130-00084,뒷골근린공원,"강원특별자치도 원주시 반곡동 2001-30,1915",37.32419441,127.9926207
51130-00085,삼보근린공원,강원특별자치도 원주시 반곡동 2040,37.32141139,127.990728
51130-00086,삼생근린공원,강원특별자치도 원주시 반곡동 2042-1,37.32122305,127.9821805
51130-00087,버들만이근린공원,강원특별자치도 원주시 반곡동 2047-11,37.32090787,127.9793234
47230-00001,채신1 공원,경상북도 영천시 채신동 749-6,35.9163463,128.9537267
47230-00002,채신2 공원,경상북도 영천시 채신동 765-1,35.91166873,128.9561283
47230-00003,채신3 공원,경상북도 영천시 채신동 769,35.9066803,128.9551743
47230-00004,문화1 공원,경상북도 영천시 야사동 186-2,35.97352652,128.9463624
47230-00005,문화2 공원,경상북도 영천시 야사동 186-5,35.97410544,128.9467264
47230-00006,망정 제1공원,경상북도 영천시 망정동 518-4,35.98792815,128.9523307
47230-00007,망정 제2공원,경상북도 영천시 망정동 409-16,35.99001433,128.9559115
47230-00008,망정 제3공원,경상북도 영천시 망정동 417-5,35.9874905,128.9561796
47230-00009,야사공원,경상북도 영천시 야사동 334-39,35.97403848,128.9429982
47230-00010,문외공원,경상북도 영천시 문외동 5-4,35.97411828,128.9371938
47230-00011,문내외 제1공원,경상북도 영천시 문내동 13-1,35.97424095,128.9314416
47230-00012,문내외 제2공원,경상북도 영천시 문외동 247-7,35.97276408,128.9350035
47230-00013,도남공원,경상북도 영천시 도남동 173-2,35.930033,128.9380006
47230-00014,주남공원,경상북도 영천시 금노동 604-17,35.95937515,128.9317581
47230-00015,봉동공원,경상북도 영천시 도남동 76,35.93293538,128.9411421
47230-00016,마현산공원,경상북도 영천시 교촌동 11-36,35.97237908,128.9264017
47230-00017,중앙공원,경상북도 영천시 문외동 155-1,35.97064626,128.935336
47230-00018,망정우로지공원,경상북도 영천시 망정동 416,35.9841893,128.9552749
47230-00019,담안길공원,경상북도 영천시 금노동 542-13,35.96113628,128.930274
47230-00020,금노공원,경상북도 영천시 금노동 556,35.96216975,128.927663
47230-00021,완산1공원,경상북도 영천시 완산동 1471,35.96705384,128.9460251
47230-00022,완산2공원,경상북도 영천시 완산동 1465,35.9669394,128.9415408
47230-00023,완산근린공원,경상북도 영천시 완산동 1435,35.96275495,128.942252
47230-00024,화룡공원,경상북도 영천시 화룡동 산43,35.97784256,128.9222649
51130-00093,음달말소공원,강원특별자치도 원주시 반곡동 2036-11,37.32085356,127.992011
48730-00023,구혜4공원(매산어린이),경상남도 함안군 대산면 구혜리 309-5,35.35491434,128.4264242
48730-00024,구혜3공원(구혜어린이),경상남도 함안군 대산면 구혜리 402,35.3578832,128.4244534
48730-00025,도항3공원,경상남도 함안군 가야읍 도항리 325,35.27433129,128.4006908
48730-00026,외암공원,경상남도 함안군 여항면 내곡리 산 267-2,35.19627741,128.4449406
48730-00027,봉국공원,경상남도 함안군 군북면 소포리 1612-3,35.26916628,128.347295
48730-00028,역사문화체험파크,경상남도 함안군 가야읍 도항리 718,35.26829385,128.4024436
48730-00029,함안독립공원,경상남도 함안군 군북면 명관리 산 152-1,35.22851276,128.3362179
48730-00030,다목적활력공원,경상남도 함안군 산인면 송정리 1087-1,35.28212422,128.4245068
48730-00031,호국공원,경상남도 함안군 칠서면 청계리 704-4,35.33375804,128.4975946
48730-00001,괴항공원,경상남도 함안군 함안면 괴산리 547,35.25542023,128.4227474
48730-00003,검암공원,경상남도 함안군 가야읍 검암리 402-1,35.27250826,128.4214489
48730-00004,충의공원,경상남도 함안군 가야읍 도항리 173-13,35.28044551,128.4064658
48730-00005,도항1공원,경상남도 함안군 가야읍 도항리 319-2,35.27629762,128.4002655
48730-00006,도항2공원,경상남도 함안군 가야읍 도항리 338-1,35.27353721,128.3981491
48730-00007,대치공원,경상남도 함안군 칠서면 대치리 347,35.36343159,128.4889492
48730-00008,대치공원,경상남도 함안군 칠서면 대치리 281,35.3725525,128.4765731
48730-00010,입곡문화공원,경상남도 함안군 산인면 입곡리 1121,35.26102391,128.4457315
48730-00011,서촌공원,경상남도 함안군 함안면 북촌리 1007-7,35.24185861,128.4220974
48730-00012,대산체육공원(구혜공원),경상남도 함안군 대산면 구혜리 163,35.35572454,128.4325664
48730-00013,호국공원,경상남도 함안군 함안면 강명리 473,35.219108,128.437113
48730-00014,연꽃테마공원,경상남도 함안군 가야읍 가야리 233-1,35.28058916,128.3949437
48730-00015,오곡1공원(아파트 내),경상남도 함안군 칠원읍 오곡리 87-17,35.27510588,128.5203401
48730-00016,오곡2공원,경상남도 함안군 칠원읍 오곡리 171,35.27686174,128.5176059
48730-00017,입곡어린이공원,경상남도 함안군 산인면 입곡리 산137-1,35.263907,128.4488213
43150-00051,왕암제4근린공원,충청북도 제천시 왕암동 1329,37.15074428,128.1553207
30230-00015,오정,대전광역시 대덕구 오정동496-1,36.34610385,127.415024
30230-00016,새터,대전광역시 대덕구 비래동122-3,36.35593054,127.4466581
30230-00017,원비래,대전광역시 대덕구 비래동138-4,36.35593576,127.4517066
30230-00018,홈통골,대전광역시 대덕구 송촌동290-1,36.35670165,127.4431071
30230-00019,금바위,대전광역시 대덕구 송촌동224-5,36.35800263,127.4406081
30230-00020,한촌,대전광역시 대덕구 중리동223-1,36.35715604,127.4217361
30230-00021,나래,대전광역시 대덕구 중리동254-8,36.35744608,127.4301009
30230-00022,다정,대전광역시 대덕구 중리동 435-1,36.36000426,127.4213844
30230-00023,중앙,대전광역시 대덕구 중리동201-6,36.36001763,127.4275163
30230-00024,만남,대전광역시 대덕구 중리동174-1,36.36146494,127.4301685
30230-00025,초원,대전광역시 대덕구 중리동144-2,36.36441938,127.428954
30230-00026,미래,대전광역시 대덕구 중리동378-12,36.36442717,127.4234349
30230-00027,보라,대전광역시 대덕구 중리동398-18,36.36154109,127.4228206
30230-00028,초록,대전광역시 대덕구 중리동105-6,36.36338878,127.4323971
30230-00029,바우배기,대전광역시 대덕구 법동280-1,36.37332634,127.4260658
30230-00030,매봉,대전광역시 대덕구 법동283-2,36.37071721,127.426763
48730-00018,남구공원(LH내),경상남도 함안군 칠원읍 구성리 980,35.30425708,128.5233568
48730-00019,악양생태공원,경상남도 함안군 대산면 하기리 810-2,35.34043514,128.3963971
48730-00020,온새미로공원,경상남도 함안군 산인면 입곡리 1156,35.26163805,128.450026
48730-00021,칠원공원,경상남도 함안군 칠원읍 무기리 산 246,35.29408232,128.5322762
48730-00022,삼칠공원,경상남도 함안군 칠원읍 용산리 산 4,35.30928432,128.5134894
36110-00007,솔뜰 근린공원(근1-5),,36.51022868,127.2330759
36110-00008,참뜰 근린공원(근1-6),,36.50414455,127.2365002
41287-00055,고양생태,경기도 고양시 일산서구 대화동 2330번지,37.68394896,126.7441279
41287-00056,고양피크닉시민공원,경기도 고양시 일산서구 대화동 2337번지,37.68536054,126.7486216
41285-00072,파란,경기도 고양시 일산동구 중산동 1853,37.67939508,126.7904581
41285-00073,백마,경기도 고양시 일산동구 마두동 111-2(725),37.656886,126.790753
41287-00057,국제전시장,경기도 고양시 일산서구 대화동 1050-176 일원,37.665586,126.756364
41285-00074,하늘(일산2-3),경기도 고양시 일산동구 중산동 1795,37.677272,126.784189
41285-00075,수변공원,경기도 고양시 일산동구 장항동 1097일원(1785-1),37.659647,126.758559
41287-00058,킨텍스2단계(킨텍스온누리),경기도 고양시 일산서구 대화동 2721일원,37.663949,126.746905
41285-00076,모당,경기도 고양시 일산동구 중산동 1832 일원,37.678206,126.780128
41285-00077,풍동,경기도 고양시 일산동구 풍동 800,37.663053,126.7957747
41287-00059,덕이어린이1(샘물),경기도 고양시 일산서구 덕이동 338-21,37.70386405,126.7526057
41287-00060,탄현주상복합(탄현통나무),경기도 고양시 일산서구 탄현동 1637,37.69514584,126.7641204
46170-00069,공원,전라남도 나주시 남평읍 서산리 5,35.036915,126.853037
46170-00070,대호공원,전라남도 나주시 대호동 1047,35.043319,126.717523
46170-00071,송월동1 어린이공원,전라남도 나주시 송월동 1131,35.02221164,126.714684
46170-00072,송월동3 어린이공원(송월지구),전라남도 나주시 송월동 1195,35.019344,126.717624
46170-00073,공원(송월지구),전라남도 나주시 송월동 1341,35.01750605,126.716188
46170-00074,이창동제1 어린이공원,전라남도 나주시 이창동 743,34.995422,126.709256
46170-00075,이창동제3 어린이공원,전라남도 나주시 이창동 721,34.994935,126.7058223
46170-00076,이창동제4 어린이공원,전라남도 나주시 이창동 91,34.997024,126.715737
46170-00077,공원(어1혁신),전라남도 나주시 빛가람동 62,35.029503,126.795111
46170-00078,공원(어2혁신),전라남도 나주시 빛가람동 156,35.024556,126.7781053
46170-00079,공원(어3혁신),전라남도 나주시 빛가람동 409,35.014864,126.776146
46170-00080,공원(어4혁신),전라남도 나주시 빛가람동 432,35.014653,126.773969
46170-00081,공원(어5혁신),전라남도 나주시 빛가람동 451,35.01379959,126.773083
46170-00082,공원(어6혁신),전라남도 나주시 빛가람동 745,35.01246942,126.788222
36110-00009,오가낭뜰 근린공원(근1-7),,36.52289844,127.2491308
30110-00038,판암양지공원,대전광역시 동구 판암동 838,36.31944092,127.4606772
30110-00039,대청호자연공원,대전광역시 동구 추동 328,36.37282584,127.474462
30110-00040,은가비공원,대전광역시 동구 대동 90-3,36.32697852,127.4440803
30110-00041,산새들공원,대전광역시 동구 대동 82-40,36.32667667,127.444965
30110-00042,마루공원,대전광역시 동구 판암동 285-1,36.3211885,127.462454
30110-00043,신대공원,대전광역시 동구 신흥동 161-381,36.3240337,127.444051
30110-00044,대성공원,대전광역시 동구 대성동 81,36.298890,127.458671
30110-00045,신흥공원,대전광역시 동구 신흥동 126-4,36.3243989,127.445211
30110-00046,대별공원,대전광역시 동구 대별동 산 5-8,36.27675516,127.4628875
30110-00047,하소공원,대전광역시 동구 하소동 920,36.22045138,127.4408674
30110-00048,용천공원,대전광역시 동구 용운동 785,36.32755503,127.4633729
30110-00049,홍도공원,대전광역시 동구 홍도동 156-5,36.34728042,127.4238528
30110-00050,늘봄공원,대전광역시 동구 판암동 862,36.31767992,127.4580733
30110-00051,대동하늘공원,대전광역시 동구 용운동 산 43-1,36.33050317,127.4526745
30110-00052,휴리움공원,대전광역시 동구 홍도동 1011,36.34560436,127.4270722
30110-00053,꼼지락공원,대전광역시 동구 가양동 24-1,36.3496503,127.445031
43745-00001,삼일공원,충청북도 증평군 증평읍 증평리 485-1,36.781479,127.5862625
43745-00002,장동어린이공원,충청북도 증평군 증평읍 장동리 926,36.78776234,127.590486
43745-00003,대성베르힐공원,충청북도 증평군 증평읍 장동리 931,36.7902234508,127.5912122189
43745-00004,천변공원,충청북도 증평군 증평읍 송산리 1037,36.78941487,127.5813775
43745-00005,초중제1호어린이공원,충청북도 증평군 증평읍 초중리 554-1,36.779636,127.568813
43745-00006,초중제2호어린이공원,충청북도 증평군 증평읍 초중리 545-1,36.782117,127.572454
43745-00007,초중제3호어린이공원,충청북도 증평군 증평읍 초중리 536-1,36.77720931,127.567655
43745-00008,초중제4호어린이공원,충청북도 증평군 증평읍 초중리 578-2,36.77914576,127.571929
41287-00030,강재,경기도 고양시 일산서구 주엽동 52번지,37.67254864,126.7633732
41287-00031,궁골,경기도 고양시 일산서구 주엽동 55번지,37.66966031,126.7699016
41287-00032,문화,경기도 고양시 일산서구 주엽동 77,37.67543441,126.7648512
41287-00033,강선,경기도 고양시 일산서구 주엽동 78번지,37.67117101,126.7620628
41287-00034,회화,경기도 고양시 일산서구 주엽동 91번지,37.66549413,126.763545
41287-00035,숯고개,경기도 고양시 일산서구 탄현동 1580번지,37.69071006,126.7649935
41287-00036,가좌,경기도 고양시 일산서구 가좌동 1098번지,37.68619741,126.7216817
41287-00037,송포,경기도 고양시 일산서구 대화동 1495-1,37.67030086,126.7301278
41287-00038,호미걸이,경기도 고양시 일산서구 대화동 1653-6,37.67214029,126.7340445
41287-00039,레포츠,경기도 고양시 일산서구 대화동 2314번지,37.66991791,126.7371001
41287-00040,덕이어린이4(한별),경기도 고양시 일산서구 덕이동 374-12,37.69818595,126.7531957
41287-00041,덕이어린이3(잎새),경기도 고양시 일산서구 덕이동 582-2,37.69871779,126.7525033
41287-00042,덕이근린2,경기도 고양시 일산서구 덕이동 산131-7,37.69601631,126.7494325
41287-00043,덕이어린이2(아지랑이),경기도 고양시 일산서구 덕이동 산142-4,37.69942629,126.7524671
41287-00044,덕이근린1,경기도 고양시 일산서구 덕이동 산145-1,37.70169688,126.754474
41287-00045,탄현일단의주택지168(탄현용현),경기도 고양시 일산서구 탄현동 1634-1,37.70351395,126.7645746
41287-00046,탄현일단의주택지168(탄현호곡),경기도 고양시 일산서구 탄현동 1634-2,37.70212398,126.7661657
41287-00047,킨텍스수변공원(국제전시2단계),경기도 고양시 일산서구 대화동 2725,37.66199587,126.7396843
41287-00048,국제전시2단계(제1호체육공원),경기도 고양시 일산서구 대화동 2708,37.6639667,126.7364513
41287-00049,킨텍스2단계(킨텍스온누리),경기도 고양시 일산서구 덕이동 265번지,37.69328797,126.7589475
41287-00050,탄현주상복합(숯고개향나무),경기도 고양시 일산서구 탄현동 173-3,37.69335193,126.7635462
41287-00051,문화공원1,경기도 고양시 일산서구 대화동 2600-1,37.66849283,126.7418374
41287-00052,문화공원2,경기도 고양시 일산서구 대화동 2600-2,37.66736675,126.7444235
41287-00053,국제전시2단계(제1호문화공원),경기도 고양시 일산서구 대화동 2718,37.66684436,126.743246
41287-00054,농업체험,경기도 고양시 일산서구 대화동 2316번지,37.67473275,126.7387386
41287-00006,탄현 6(탄중),경기도 고양시 일산서구 탄현동 1501번지,37.69423204,126.7709827
41287-00007,탄현 2(황룡산),경기도 고양시 일산서구 탄현동 1554,37.6975013,126.7713453
41287-00008,중산 10(한뫼),경기도 고양시 일산서구 일산동 1557-1,37.6944898,126.777247
