,,,,
관리번호,공원명,소재지지번주소,위도,경도
29155-00008,풀빛,광주광역시 남구 노대동 727,35.11004546,126.9008268
29155-00009,하늘빛,광주광역시 남구 노대동 826,35.10845728,126.906528
29155-00010,물빛,광주광역시 남구 노대동 865,35.10513061,126.9045796
29155-00011,봉선2,광주광역시 남구 봉선동 88,35.11966885,126.9173913
29155-00012,향등마을,광주광역시 남구 행암동 520,35.10169582,126.8807379
50110-00062,1-7호공원,제주특별자치도 제주시 연동 297-1,33.4829099800,126.4945726000
50110-00063,1-8호공원,제주특별자치도 제주시 연동 252-23,33.4873747069,126.4862677415
50110-00064,1-9호공원,제주특별자치도 제주시 연동 266-2,33.4830999506,126.4888292147
50110-00065,1-10호공원,제주특별자치도 제주시 노형동 910-7,33.4868585910,126.4839969420
50110-00066,1-11호공원,제주특별자치도 제주시 노형동 921,33.4830199800,126.4822344000
50110-00067,1-12호공원,제주특별자치도 제주시 건입동 671,33.5167742269,126.5400215386
50110-00068,1-13호공원,제주특별자치도 제주시 일도2동 154,33.5112638081,126.5418367202
50110-00069,1-14호공원,제주특별자치도 제주시 일도2동 318,33.5099489916,126.5372762748
50110-00070,1-15호공원,제주특별자치도 제주시 일도2동 355-8,33.5087558981,126.5405443652
50110-00071,1-16호공원,제주특별자치도 제주시 일도2동 337,33.5069357206,126.5363095247
50110-00072,1-17호공원,제주특별자치도 제주시 일도2동 397,33.5081692686,126.5436986063
47840-00002,학산공원,경상북도 성주군 성주읍 금산리 산12-1,35.93828351,128.2881028
47840-00003,세록공원,경상북도 성주군 성주읍 예산리 516,35.92712369,128.2766026
47840-00004,신파2공원,경상북도 성주군 수륜면 신파리 56-6,35.833154273,128.193305773
47840-00005,금산소공원,경상북도 성주군 성주읍 금산리 713,35.94416857,128.2852061
47840-00006,학산소공원,경상북도 성주군 성주읍 학산리 313-5,35.9386935,128.2972273
47840-00007,예산공원 2,경상북도 성주군 성주읍 백전리 684,35.92292982,128.2814898
47840-00008,사곡공원,경상북도 성주군 성주읍 예산리 791-4,35.91999524,128.2811854
47840-00009,옥성1공원,경상북도 성주군 대가면 옥성리 755-3,35.9094136330,128.2296464772
47840-00010,사곡공원,경상북도 성주군 성주읍 성산리 2099-1,35.91874934,128.2904848
47840-00011,예산공원 3,경상북도 성주군 성주읍 예산리 849,35.92621782,128.2844768
47840-00012,백전공원 2,경상북도 성주군 성주읍 백전리 646,35.92185864,128.0925404
47840-00013,옥성2공원,경상북도 성주군 대가면 옥성리 755-1,35.909449,128.229542
30200-00034,송강,대전광역시 유성구 송강동 9,36.43500958,127.3840999631
30200-00035,금성,대전광역시 유성구 신성동 206,36.3864519,127.348055
30200-00036,덜레기,대전광역시 유성구 원신흥동 523,36.33374562,127.3461432
30200-00037,한샘,대전광역시 유성구 대정동 305,36.31503197,127.3202293
30200-00038,진잠,대전광역시 유성구 원내동 358,36.29461195,127.3206065
30200-00039,민마루,대전광역시 유성구 문지동 673,36.39222566,127.4074416
30200-00040,유림,대전광역시 유성구 봉명동 496-39,36.3608047860,127.3592862198
30200-00041,죽동지구(1),대전광역시 유성구 죽동 731-2,36.37516435,127.3398679
30200-00042,도안,대전광역시 유성구 상대동 488,36.33686038,127.3353396
30200-00043,욧골,대전광역시 유성구 궁동 413-7,36.36270039,127.3486739
30200-00044,유성온천,대전광역시 유성구 봉명동 574,36.35523616,127.3452875
30200-00045,대전노은2(지울),대전광역시 유성구 죽동 608-1,36.38192746,127.3268489
30200-00046,추목천,대전광역시 유성구 장동 470,36.39565086,127.355715
30200-00047,창골,대전광역시 유성구 봉명동 1044-1,36.3447499,127.3428541
27710-00088,국가산단 3근린공원,대구광역시 달성군 구지면 고봉리 998,35.64674171,128.4289884
27710-00089,국가산단2어린이공원,대구광역시 달성군 구지면 창리 1349,35.66333451,128.409168
27710-00090,국가산단4어린이공원,대구광역시 달성군 구지면 창리 1425,35.6580362,128.4140006
27710-00091,국가산단5어린이공원,대구광역시 달성군 구지면 창리 1450,35.65957016,128.4175322
27710-00092,국가산단 2근린공원,대구광역시 달성군 구지면 응암리 1232,35.65254931,128.4107183
27710-00093,국가산단3어린이공원,대구광역시 달성군 구지면 창리 1398,35.66147176,128.4133822
27710-00094,국가산단문화공원,대구광역시 달성군 구지면 응암리 1269,35.65368502,128.4253619
43800-00016,상진공원(소금정),충청북도 단양군 단양읍 상진리 1017,36.97525436,128.3646957
43800-00017,우덕 제1,충청북도 단양군 매포읍 우덕리 991,37.01388758,128.3081196
43800-00018,우덕 제2,충청북도 단양군 매포읍 우덕리 995,37.013933,128.311165
43800-00019,평동근린공원,충청북도 단양군 매포읍 평동리 산 79,37.030253,128.2992325
43800-00020,도담 제2,충청북도 단양군 단양읍 도담리 169-18,36.998368,128.349204
43800-00021,도담 제3,충청북도 단양군 단양읍 도담리 132-9,36.999151,128.353409
43800-00022,도담 제4,충청북도 단양군 단양읍 도담리 171-1,37.000525,128.349151
43800-00023,도담 제5,충청북도 단양군 단양읍 도담리 185-14,37.003643,128.349064
43800-00024,도담 제6,충청북도 단양군 단양읍 도담리 114-10,37.00413663,128.354115
43800-00025,도담 제7,충청북도 단양군 단양읍 도담리 산 10-10,37.00335191,128.3610234
43800-00026,하시,충청북도 단양군 매포읍 하시리 348-3,37.03749718,128.308691
28710-00001,강화산단체육공원,인천광역시 강화군 강화읍 월곳리 753-1,37.76347347,126.4961179
28710-00002,갑룡공원,인천광역시 강화군 강화읍 갑곳리 443-1,37.74240384,126.5038493
28710-00003,남산근린공원,인천광역시 강화군 강화읍 신문리 505-3,37.74198178,126.4804194
29110-00001,천변,광주광역시 동구 수기동 138,35.14992915,126.909264
29110-00002,푸른길,광주광역시 동구 계림동 730,35.16393122,126.9168657
29110-00003,산수,광주광역시 동구 산수동 401-1,35.15478679,126.9292655
29140-00001,5·18 기념,광주광역시 서구 쌍촌동 1268,35.15830536,126.8575559
47840-00001,성밖숲공원,경상북도 성주군 성주읍 경산리 446-1,35.91625048,128.2794456
46890-00007,원동리 공원,,34.38968667,126.6484869
46890-00009,동망공원,,34.31335137,126.7654168
46890-00012,노화공원,,34.17883346,126.5715833
46890-00014,달도지구농어촌테마공원,,34.39413905,126.6386884
46890-00015,군내리 공원,,34.309605,126.7543374
46890-00016,군내리 공원,,34.31146057,126.7561213
31140-00001,울산대공원,울산광역시 남구 옥동 146-1,35.530972,129.2939697
31140-00002,울산체육공원,울산광역시 남구 옥동 산5,35.53526659,129.2595309
31710-00001,울산하늘공원,울산광역시 울주군 삼동면 조일리 1533,35.47085304,129.1336801
43800-00001,도전 제1,충청북도 단양군 단양읍 도전리 495,36.9797131,128.369729
43800-00002,도전 제2,충청북도 단양군 단양읍 도전리 10,36.97780846,128.3641168
43800-00003,도전 제3,충청북도 단양군 단양읍 별곡리 639,36.9876179,128.370169
43800-00004,상진 제2,충청북도 단양군 단양읍 상진리 583,36.97999747,128.3531587
43800-00006,상진 제3,충청북도 단양군 단양읍 상진리 806,36.9779218,128.3579169
43800-00007,별곡 제3,충청북도 단양군 단양읍 별곡리 309-1,36.986597,128.3691294
43800-00008,평동 제1,충청북도 단양군 매포읍 평동리 101-3,37.02827509,128.306257
43800-00009,평동 제2,충청북도 단양군 매포읍 평동리 164-5,37.033551,128.304694
43800-00010,평동 제3,충청북도 단양군 매포읍 평동리 272-13,37.03310711,128.3012617
43800-00011,평동 제4,충청북도 단양군 매포읍 평동리 1103,37.0355236,128.2982318
43800-00012,평동 제5,충청북도 단양군 매포읍 평동리 1344,37.031108,128.295619
43800-00013,평동 제6,충청북도 단양군 매포읍 평동리 1265-3,37.03433576,128.296267
43800-00014,대성산근린공원,충청북도 단양군 단양읍 별곡리 산 15,36.98385522,128.3604077
43800-00015,도담공원,충청북도 단양군 단양읍 도담리 산 10-74,37.00213106,128.3519079
44760-00015,송림공원,충청남도 부여군 부여읍 동남리 604-3,36.27434916,126.900015
44760-00012,소공원 5,충청남도 부여군 부여읍 쌍북리 156-3,36.28435974,126.9245397
44760-00010,소공원 3,충청남도 부여군 부여읍 쌍북리 157-1,36.28439905,126.9246682
44760-00011,소공원 4,충청남도 부여군 부여읍 쌍북리 203,36.28464253,126.924743
44760-00002,남령공원,충청남도 부여군 부여읍 쌍북리 619,36.281229,126.916806
44760-00008,소공원 1,충청남도 부여군 부여읍 쌍북리 718-14,36.28483471,126.9267683
44760-00009,소공원 2,충청남도 부여군 부여읍 쌍북리 718-5,36.28414404,126.926888
44760-00007,어린이 공원 6,충청남도 부여군 부여읍 쌍북리 730,36.282986,126.923309
43112-00063,54호소공원,충청북도 청주시 서원구 현도면 노산리 818-1,36.272353,127.263781
43112-00064,55호소공원,충청북도 청주시 서원구 현도면 노산리 산53,36.45926437,127.4465031186
30200-00017,복용1,대전광역시 유성구 복용동 568,36.3433012,127.3096238
30200-00018,덕명1(송숲),대전광역시 유성구 덕명동 509,36.3596343758,127.3039634
30200-00019,장배기,대전광역시 유성구 관평동 886,36.42772123,127.3862532
30200-00020,퇴고개,대전광역시 유성구 하기동 543,36.39047163,127.3258043
30200-00021,소라실,대전광역시 유성구 지족동 994,36.38676685,127.3125287
30200-00022,장현,대전광역시 유성구 궁동 477,36.36132686,127.3430567
30200-00023,갑천,대전광역시 유성구 봉명동 698,36.35725765,127.3543806
30200-00024,갈마봉,대전광역시 유성구 지족동 837,36.38401905,127.3174236
30200-00025,두루봉,대전광역시 유성구 지족동 871-6,36.38149444,127.3206556
30200-00026,왕골,대전광역시 유성구 전민동 463-2,36.40062677,127.3991284
30200-00027,엑스포,대전광역시 유성구 전민동 467-2,36.3993172309,127.4059813477
30200-00028,궁동,대전광역시 유성구 궁동 390,36.36408602,127.3492662
30200-00029,성두산,대전광역시 유성구 구성동 20,36.37236361,127.3685423
30200-00030,신성,대전광역시 유성구 신성동 11,36.37545364,127.3497938
30200-00031,송림,대전광역시 유성구 하기동 517,36.38620154,127.319542
30200-00032,동화울수변,대전광역시 유성구 관평동 771,36.4243927,127.3940968
30200-00033,청벽산,대전광역시 유성구 탑립동 712,36.41505737,127.4033683
48250-00223,하계 농공단지 소공원,경상남도 김해시 진영읍 하계리 752-3,35.28027105,128.7265035
48250-00224,두곡공원,경상남도 김해시 삼계동 1557,35.2701487286,128.870263
48250-00225,흥동 소공원,경상남도 김해시 흥동 408-3,35.22134755,128.8636039
48250-00226,능동체육공원,경상남도 김해시 삼문동 119 일원,35.201171,128.797966
48250-00227,장구공원,경상남도 김해시 부곡동 805-3,35.203391,128.802594
48250-00228,무계소공원,경상남도 김해시 무계동 71-5,35.2012831320,128.818433
48250-00229,마을마당공원,경상남도 김해시 신문동 1326,35.193839,128.809748
48250-00230,댕기공원,경상남도 김해시 대청동 334-3,35.1819165577,128.7980496251
48250-00231,덕산아내소공원,경상남도 김해시 삼문동 1274,35.1938532101,128.7920012718
48250-00232,율하천공원,경상남도 김해시 율하동 1407 일원,35.175773,128.810981
48250-00233,학교가는길(구관동),경상남도 김해시 율하동 1410 일원,35.173606,128.810824
48250-00234,학교가는길(신리),경상남도 김해시 율하동 1420 일원,35.170342,128.817776
48250-00235,모산공원,경상남도 김해시 장유동 973,35.1672724189,128.8219200755
48250-00236,솔마루공원,경상남도 김해시 장유동 995,35.1643458695,128.8315112596
48250-00237,도담공원,경상남도 김해시 관동동 434,35.1777258607,128.7884706410
48250-00238,화촌공원,경상남도 김해시 관동동 1075-7,35.1776066296,128.810589
48250-00239,고인돌공원,경상남도 김해시 율하동 1308-9,35.170663,128.810179
48250-00240,우리들공원,경상남도 김해시 장유동 968,35.1741599284,128.824591
48250-00241,밤톨공원,경상남도 김해시 장유동 984,35.1654367590,128.8236084126
48250-00242,물꽃공원,경상남도 김해시 장유동 992,35.1677833474,128.831559
48250-00243,율하유적공원,경상남도 김해시 율하동 1350-2,35.171627,128.815001
48250-00244,소담공원,경상남도 김해시 장유동 1033,35.171662,128.825692
48250-00245,장유마을공원,경상남도 김해시 장유동 1034,35.1726167595,128.8280961983
48250-00246,뜰천유수지,경상남도 김해시 장유동 1048,35.1724914974,128.826602
46890-00001,군내리 공원,,34.31079346,126.7590803
46890-00002,군내리 공원,,34.31054271,126.7605729
46890-00004,가용리 공원,,34.32723562,126.741971
46890-00005,가용제3공원,,34.32008131,126.742965
28170-00010,나리공원,인천광역시 미추홀구 학익동 52-7,37.44036588,126.6748498
28170-00011,산성공원,인천광역시 미추홀구 문학동 403-15,37.434773,126.686625
28170-00012,낙섬공원,인천광역시 미추홀구 용현동 621-38,37.452747,126.636291
28170-00013,보람공원,인천광역시 미추홀구 용현동 622-34,37.453903,126.637155
28170-00014,새싹공원,인천광역시 미추홀구 용현동 623-141,37.454945,126.638868
28170-00015,햇님공원,인천광역시 미추홀구 용현동 619-2,37.451449,126.636003
28170-00016,선비공원,인천광역시 미추홀구 학익동 51,37.44151017,126.6756033
28170-00017,스승공원,인천광역시 미추홀구 학익동 709-2,37.437841,126.6561692
28170-00018,노적공원,인천광역시 미추홀구 학익동 712,37.43760706,126.6526999
28170-00019,묵동공원,인천광역시 미추홀구 학익동 677-3,37.439235,126.6710834
28170-00020,양토공원,인천광역시 미추홀구 학익동 704-3,37.438253,126.6585122
